City,Countries,Country,Date,Observation,Opponent,Round,Stadium,Team,Time,Year,Game #,Opponent G,Team G
Toluca,Israel,Mexico,11-06-1970,,Israel,Group 2,Luis Dosal,Italy, 16:00,1970,221,0,0
Toluca,Italy,Mexico,11-06-1970,,Italy,Group 2,Luis Dosal,Israel, 16:00,1970,221,0,0
Leon,Morocco,Mexico,11-06-1970,,Morocco,Group 4,Nou Camp - Estadio Leï¿½n,Bulgaria, 16:00,1970,222,1,1
Leon,Bulgaria,Mexico,11-06-1970,,Bulgaria,Group 4,Nou Camp - Estadio Leï¿½n,Morocco, 16:00,1970,222,1,1
Guadalajara,England,Mexico,11-06-1970,,Czechoslovakia,Group 3,Jalisco,England, 16:00,1970,223,0,1
Guadalajara,England,Mexico,11-06-1970,,England,Group 3,Jalisco,Czechoslovakia, 16:00,1970,223,1,0
Mexico City,Mexico,Mexico,11-06-1970,,Belgium,Group 1,Estadio Azteca,Mexico, 16:00,1970,224,0,1
Mexico City,Mexico,Mexico,11-06-1970,,Mexico,Group 1,Estadio Azteca,Belgium, 16:00,1970,224,1,0
Toluca,Italy,Mexico,14-06-1970,,Mexico,Quarter-finals,Luis Dosal,Italy, 12:00,1970,225,1,4
Toluca,Italy,Mexico,14-06-1970,,Italy,Quarter-finals,Luis Dosal,Mexico, 12:00,1970,225,4,1
Leon,Germany FR,Mexico,14-06-1970,Germany FR win after extra time,England,Quarter-finals,Nou Camp - Estadio Leï¿½n,Germany FR, 12:00,1970,226,2,3
Leon,Germany FR,Mexico,14-06-1970,Germany FR win after extra time,Germany FR,Quarter-finals,Nou Camp - Estadio Leï¿½n,England, 12:00,1970,226,3,2
Guadalajara,Brazil,Mexico,14-06-1970,,Peru,Quarter-finals,Jalisco,Brazil, 12:00,1970,227,2,4
Guadalajara,Brazil,Mexico,14-06-1970,,Brazil,Quarter-finals,Jalisco,Peru, 12:00,1970,227,4,2
Mexico City,Uruguay,Mexico,14-06-1970,Uruguay win after extra time,Soviet Union,Quarter-finals,Estadio Azteca,Uruguay, 12:00,1970,228,0,1
Mexico City,Uruguay,Mexico,14-06-1970,Uruguay win after extra time,Uruguay,Quarter-finals,Estadio Azteca,Soviet Union, 12:00,1970,228,1,0
Guadalajara,Brazil,Mexico,17-06-1970,,Uruguay,Semi-finals,Jalisco,Brazil, 16:00,1970,229,1,3
Guadalajara,Brazil,Mexico,17-06-1970,,Brazil,Semi-finals,Jalisco,Uruguay, 16:00,1970,229,3,1
Mexico City,Italy,Mexico,17-06-1970,Italy win after extra time,Germany FR,Semi-finals,Estadio Azteca,Italy, 16:00,1970,230,3,4
Mexico City,Italy,Mexico,17-06-1970,Italy win after extra time,Italy,Semi-finals,Estadio Azteca,Germany FR, 16:00,1970,230,4,3
Mexico City,Germany FR,Mexico,20-06-1970,,Uruguay,Match for third place,Estadio Azteca,Germany FR, 16:00,1970,231,0,1
Mexico City,Germany FR,Mexico,20-06-1970,,Germany FR,Match for third place,Estadio Azteca,Uruguay, 16:00,1970,231,1,0
Mexico City,Brazil,Mexico,21-06-1970,,Italy,Final,Estadio Azteca,Brazil, 12:00,1970,232,1,4
Mexico City,Brazil,Mexico,21-06-1970,,Brazil,Final,Estadio Azteca,Italy, 12:00,1970,232,4,1
Frankfurt/Main,Yugoslavia,Germany,13-06-1974,,Yugoslavia,Group 2,Waldstadion,Brazil, 17:00,1974,233,0,0
Frankfurt/Main,Brazil,Germany,13-06-1974,,Brazil,Group 2,Waldstadion,Yugoslavia, 17:00,1974,233,0,0
Berlin West,Germany FR,Germany,14-06-1974,,Chile,Group 1,Olympiastadion,Germany FR, 16:00,1974,234,0,1
Berlin West,Germany FR,Germany,14-06-1974,,Germany FR,Group 1,Olympiastadion,Chile, 16:00,1974,234,1,0
Hamburg,German DR,Germany,14-06-1974,,Australia,Group 1,Volksparkstadion,German DR, 19:30,1974,235,0,2
Hamburg,German DR,Germany,14-06-1974,,German DR,Group 1,Volksparkstadion,Australia, 19:30,1974,235,2,0
Dortmund,Scotland,Germany,14-06-1974,,Scotland,Group 2,Westfalenstadion,Zaire, 19:30,1974,236,2,0
Dortmund,Scotland,Germany,14-06-1974,,Zaire,Group 2,Westfalenstadion,Scotland, 19:30,1974,236,0,2
Hanover,Netherlands,Germany,15-06-1974,,Netherlands,Group 3,Niedersachsenstadion,Uruguay, 16:00,1974,237,2,0
Hanover,Netherlands,Germany,15-06-1974,,Uruguay,Group 3,Niedersachsenstadion,Netherlands, 16:00,1974,237,0,2
Dï¿½Sseldorf,Bulgaria,Germany,15-06-1974,,Bulgaria,Group 3,Rheinstadion,Sweden, 16:00,1974,238,0,0
Dï¿½Sseldorf,Sweden,Germany,15-06-1974,,Sweden,Group 3,Rheinstadion,Bulgaria, 16:00,1974,238,0,0
Munich,Italy,Germany,15-06-1974,,Haiti,Group 4,Olympiastadion,Italy, 18:00,1974,239,1,3
Munich,Italy,Germany,15-06-1974,,Italy,Group 4,Olympiastadion,Haiti, 18:00,1974,239,3,1
Stuttgart,Poland,Germany,15-06-1974,,Argentina,Group 4,Neckarstadion,Poland, 18:00,1974,240,2,3
Stuttgart,Poland,Germany,15-06-1974,,Poland,Group 4,Neckarstadion,Argentina, 18:00,1974,240,3,2
Hamburg,Germany FR,Germany,18-06-1974,,Germany FR,Group 1,Volksparkstadion,Australia, 16:00,1974,241,3,0
Hamburg,Germany FR,Germany,18-06-1974,,Australia,Group 1,Volksparkstadion,Germany FR, 16:00,1974,241,0,3
Frankfurt/Main,Brazil,Germany,18-06-1974,,Brazil,Group 2,Waldstadion,Scotland, 19:30,1974,242,0,0
Frankfurt/Main,Scotland,Germany,18-06-1974,,Scotland,Group 2,Waldstadion,Brazil, 19:30,1974,242,0,0
Berlin West,German DR,Germany,18-06-1974,,German DR,Group 1,Olympiastadion,Chile, 19:30,1974,243,1,1
Berlin West,Chile,Germany,18-06-1974,,Chile,Group 1,Olympiastadion,German DR, 19:30,1974,243,1,1
Gelsenkirchen,Yugoslavia,Germany,18-06-1974,,Zaire,Group 2,Parkstadion,Yugoslavia, 19:30,1974,244,0,9
Gelsenkirchen,Yugoslavia,Germany,18-06-1974,,Yugoslavia,Group 2,Parkstadion,Zaire, 19:30,1974,244,9,0
Dortmund,Sweden,Germany,19-06-1974,,Sweden,Group 3,Westfalenstadion,Netherlands, 19:30,1974,245,0,0
Dortmund,Netherlands,Germany,19-06-1974,,Netherlands,Group 3,Westfalenstadion,Sweden, 19:30,1974,245,0,0
Hanover,Uruguay,Germany,19-06-1974,,Uruguay,Group 3,Niedersachsenstadion,Bulgaria, 19:30,1974,246,1,1
Hanover,Bulgaria,Germany,19-06-1974,,Bulgaria,Group 3,Niedersachsenstadion,Uruguay, 19:30,1974,246,1,1
Munich,Poland,Germany,19-06-1974,,Poland,Group 4,Olympiastadion,Haiti, 19:30,1974,247,7,0
Munich,Poland,Germany,19-06-1974,,Haiti,Group 4,Olympiastadion,Poland, 19:30,1974,247,0,7
Stuttgart,Italy,Germany,19-06-1974,,Italy,Group 4,Neckarstadion,Argentina, 19:30,1974,248,1,1
Stuttgart,Argentina,Germany,19-06-1974,,Argentina,Group 4,Neckarstadion,Italy, 19:30,1974,248,1,1
Frankfurt/Main,Yugoslavia,Germany,22-06-1974,,Yugoslavia,Group 2,Waldstadion,Scotland, 16:00,1974,249,1,1
Frankfurt/Main,Scotland,Germany,22-06-1974,,Scotland,Group 2,Waldstadion,Yugoslavia, 16:00,1974,249,1,1
Berlin West,Chile,Germany,22-06-1974,,Chile,Group 1,Olympiastadion,Australia, 16:00,1974,250,0,0
Berlin West,Australia,Germany,22-06-1974,,Australia,Group 1,Olympiastadion,Chile, 16:00,1974,250,0,0
Gelsenkirchen,Brazil,Germany,22-06-1974,,Brazil,Group 2,Parkstadion,Zaire, 16:00,1974,251,3,0
Gelsenkirchen,Brazil,Germany,22-06-1974,,Zaire,Group 2,Parkstadion,Brazil, 16:00,1974,251,0,3
Hamburg,German DR,Germany,22-06-1974,,Germany FR,Group 1,Volksparkstadion,German DR, 19:30,1974,252,0,1
Hamburg,German DR,Germany,22-06-1974,,German DR,Group 1,Volksparkstadion,Germany FR, 19:30,1974,252,1,0
Dortmund,Netherlands,Germany,23-06-1974,,Netherlands,Group 3,Westfalenstadion,Bulgaria, 16:00,1974,253,4,1
Dortmund,Netherlands,Germany,23-06-1974,,Bulgaria,Group 3,Westfalenstadion,Netherlands, 16:00,1974,253,1,4
Munich,Argentina,Germany,23-06-1974,,Haiti,Group 4,Olympiastadion,Argentina, 16:00,1974,254,1,4
Munich,Argentina,Germany,23-06-1974,,Argentina,Group 4,Olympiastadion,Haiti, 16:00,1974,254,4,1
Dï¿½Sseldorf,Sweden,Germany,23-06-1974,,Uruguay,Group 3,Rheinstadion,Sweden, 16:00,1974,255,0,3
Dï¿½Sseldorf,Sweden,Germany,23-06-1974,,Sweden,Group 3,Rheinstadion,Uruguay, 16:00,1974,255,3,0
Stuttgart,Poland,Germany,23-06-1974,,Italy,Group 4,Neckarstadion,Poland, 16:00,1974,256,1,2
Stuttgart,Poland,Germany,23-06-1974,,Poland,Group 4,Neckarstadion,Italy, 16:00,1974,256,2,1
Dï¿½Sseldorf,Germany FR,Germany,26-06-1974,,Germany FR,Group B,Rheinstadion,Yugoslavia, 16:00,1974,257,2,0
Dï¿½Sseldorf,Germany FR,Germany,26-06-1974,,Yugoslavia,Group B,Rheinstadion,Germany FR, 16:00,1974,257,0,2
Hanover,Brazil,Germany,26-06-1974,,German DR,Group A,Niedersachsenstadion,Brazil, 19:30,1974,258,0,1
Hanover,Brazil,Germany,26-06-1974,,Brazil,Group A,Niedersachsenstadion,German DR, 19:30,1974,258,1,0
Gelsenkirchen,Netherlands,Germany,26-06-1974,,Argentina,Group A,Parkstadion,Netherlands, 19:30,1974,259,0,4
Gelsenkirchen,Netherlands,Germany,26-06-1974,,Netherlands,Group A,Parkstadion,Argentina, 19:30,1974,259,4,0
Stuttgart,Poland,Germany,26-06-1974,,Poland,Group B,Neckarstadion,Sweden, 19:30,1974,260,1,0
Stuttgart,Poland,Germany,26-06-1974,,Sweden,Group B,Neckarstadion,Poland, 19:30,1974,260,0,1
Hanover,Brazil,Germany,30-06-1974,,Brazil,Group A,Niedersachsenstadion,Argentina, 16:00,1974,261,2,1
Hanover,Brazil,Germany,30-06-1974,,Argentina,Group A,Niedersachsenstadion,Brazil, 16:00,1974,261,1,2
Frankfurt/Main,Poland,Germany,30-06-1974,,Yugoslavia,Group B,Waldstadion,Poland, 16:00,1974,262,1,2
Frankfurt/Main,Poland,Germany,30-06-1974,,Poland,Group B,Waldstadion,Yugoslavia, 16:00,1974,262,2,1
Gelsenkirchen,Netherlands,Germany,30-06-1974,,Netherlands,Group A,Parkstadion,German DR, 16:00,1974,263,2,0
Gelsenkirchen,Netherlands,Germany,30-06-1974,,German DR,Group A,Parkstadion,Netherlands, 16:00,1974,263,0,2
Dï¿½Sseldorf,Germany FR,Germany,30-06-1974,,Sweden,Group B,Rheinstadion,Germany FR, 19:30,1974,264,2,4
Dï¿½Sseldorf,Germany FR,Germany,30-06-1974,,Germany FR,Group B,Rheinstadion,Sweden, 19:30,1974,264,4,2
Frankfurt/Main,Germany FR,Germany,03-07-1974,,Germany FR,Group B,Waldstadion,Poland, 17:00,1974,265,1,0
Frankfurt/Main,Germany FR,Germany,03-07-1974,,Poland,Group B,Waldstadion,Germany FR, 17:00,1974,265,0,1
Dortmund,Netherlands,Germany,03-07-1974,,Brazil,Group A,Westfalenstadion,Netherlands, 19:30,1974,266,0,2
Dortmund,Netherlands,Germany,03-07-1974,,Netherlands,Group A,Westfalenstadion,Brazil, 19:30,1974,266,2,0
Gelsenkirchen,German DR,Germany,03-07-1974,,German DR,Group A,Parkstadion,Argentina, 19:30,1974,267,1,1
Gelsenkirchen,Argentina,Germany,03-07-1974,,Argentina,Group A,Parkstadion,German DR, 19:30,1974,267,1,1
Dï¿½Sseldorf,Sweden,Germany,03-07-1974,,Yugoslavia,Group B,Rheinstadion,Sweden, 19:30,1974,268,1,2
Dï¿½Sseldorf,Sweden,Germany,03-07-1974,,Sweden,Group B,Rheinstadion,Yugoslavia, 19:30,1974,268,2,1
Munich,Poland,Germany,06-07-1974,,Poland,Match for third place,Olympiastadion,Brazil, 16:00,1974,269,1,0
Munich,Poland,Germany,06-07-1974,,Brazil,Match for third place,Olympiastadion,Poland, 16:00,1974,269,0,1
Munich,Germany FR,Germany,07-07-1974,,Germany FR,Final,Olympiastadion,Netherlands, 16:00,1974,270,2,1
Munich,Germany FR,Germany,07-07-1974,,Netherlands,Final,Olympiastadion,Germany FR, 16:00,1974,270,1,2
Buenos Aires,Poland,Argentina,01-06-1978,,Poland,Group 2,El Monumental - Estadio Monumental Antonio Vespuci,Germany FR, 15:00,1978,271,0,0
Buenos Aires,Germany FR,Argentina,01-06-1978,,Germany FR,Group 2,El Monumental - Estadio Monumental Antonio Vespuci,Poland, 15:00,1978,271,0,0
Mar Del Plata,Italy,Argentina,02-06-1978,,France,Group 1,Estadio Josï¿½ Marï¿½a Minella,Italy, 13:45,1978,272,1,2
Mar Del Plata,Italy,Argentina,02-06-1978,,Italy,Group 1,Estadio Josï¿½ Marï¿½a Minella,France, 13:45,1978,272,2,1
Rosario,Tunisia,Argentina,02-06-1978,,Mexico,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Tunisia, 16:45,1978,273,1,3
Rosario,Tunisia,Argentina,02-06-1978,,Tunisia,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Mexico, 16:45,1978,273,3,1
Buenos Aires,Argentina,Argentina,02-06-1978,,Hungary,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Argentina, 19:15,1978,274,1,2
Buenos Aires,Argentina,Argentina,02-06-1978,,Argentina,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Hungary, 19:15,1978,274,2,1
Mar Del Plata,Brazil,Argentina,03-06-1978,,Brazil,Group 3,Estadio Josï¿½ Marï¿½a Minella,Sweden, 13:45,1978,275,1,1
Mar Del Plata,Sweden,Argentina,03-06-1978,,Sweden,Group 3,Estadio Josï¿½ Marï¿½a Minella,Brazil, 13:45,1978,275,1,1
Buenos Aires,Austria,Argentina,03-06-1978,,Spain,Group 3,Jose Amalfitani,Austria, 13:45,1978,276,1,2
Buenos Aires,Austria,Argentina,03-06-1978,,Austria,Group 3,Jose Amalfitani,Spain, 13:45,1978,276,2,1
Cordoba,Peru,Argentina,03-06-1978,,Scotland,Group 4,Estadio Olï¿½mpico Chateau Carreras,Peru, 16:45,1978,277,1,3
Cordoba,Peru,Argentina,03-06-1978,,Peru,Group 4,Estadio Olï¿½mpico Chateau Carreras,Scotland, 16:45,1978,277,3,1
Mendoza,Netherlands,Argentina,03-06-1978,,IR Iran,Group 4,San Martin,Netherlands, 16:45,1978,278,0,3
Mendoza,Netherlands,Argentina,03-06-1978,,Netherlands,Group 4,San Martin,IR Iran, 16:45,1978,278,3,0
Mar Del Plata,Italy,Argentina,06-06-1978,,Hungary,Group 1,Estadio Josï¿½ Marï¿½a Minella,Italy, 13:45,1978,279,1,3
Mar Del Plata,Italy,Argentina,06-06-1978,,Italy,Group 1,Estadio Josï¿½ Marï¿½a Minella,Hungary, 13:45,1978,279,3,1
Rosario,Poland,Argentina,06-06-1978,,Tunisia,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Poland, 16:45,1978,280,0,1
Rosario,Poland,Argentina,06-06-1978,,Poland,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Tunisia, 16:45,1978,280,1,0
Cordoba,Germany FR,Argentina,06-06-1978,,Mexico,Group 2,Estadio Olï¿½mpico Chateau Carreras,Germany FR, 16:45,1978,281,0,6
Cordoba,Germany FR,Argentina,06-06-1978,,Germany FR,Group 2,Estadio Olï¿½mpico Chateau Carreras,Mexico, 16:45,1978,281,6,0
Buenos Aires,Argentina,Argentina,06-06-1978,,France,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Argentina, 19:15,1978,282,1,2
Buenos Aires,Argentina,Argentina,06-06-1978,,Argentina,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,France, 19:15,1978,282,2,1
Mar Del Plata,Spain,Argentina,07-06-1978,,Spain,Group 3,Estadio Josï¿½ Marï¿½a Minella,Brazil, 13:45,1978,283,0,0
Mar Del Plata,Brazil,Argentina,07-06-1978,,Brazil,Group 3,Estadio Josï¿½ Marï¿½a Minella,Spain, 13:45,1978,283,0,0
Buenos Aires,Austria,Argentina,07-06-1978,,Sweden,Group 3,Jose Amalfitani,Austria, 13:45,1978,284,0,1
Buenos Aires,Austria,Argentina,07-06-1978,,Austria,Group 3,Jose Amalfitani,Sweden, 13:45,1978,284,1,0
Cordoba,IR Iran,Argentina,07-06-1978,,IR Iran,Group 4,Estadio Olï¿½mpico Chateau Carreras,Scotland, 16:45,1978,285,1,1
Cordoba,Scotland,Argentina,07-06-1978,,Scotland,Group 4,Estadio Olï¿½mpico Chateau Carreras,IR Iran, 16:45,1978,285,1,1
Mendoza,Peru,Argentina,07-06-1978,,Peru,Group 4,San Martin,Netherlands, 16:45,1978,286,0,0
Mendoza,Netherlands,Argentina,07-06-1978,,Netherlands,Group 4,San Martin,Peru, 16:45,1978,286,0,0
Mar Del Plata,France,Argentina,10-06-1978,,Hungary,Group 1,Estadio Josï¿½ Marï¿½a Minella,France, 15:10,1978,287,1,3
Mar Del Plata,France,Argentina,10-06-1978,,France,Group 1,Estadio Josï¿½ Marï¿½a Minella,Hungary, 15:10,1978,287,3,1
Rosario,Poland,Argentina,10-06-1978,,Mexico,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Poland, 16:45,1978,288,1,3
Rosario,Poland,Argentina,10-06-1978,,Poland,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Mexico, 16:45,1978,288,3,1
Cordoba,Tunisia,Argentina,10-06-1978,,Tunisia,Group 2,Estadio Olï¿½mpico Chateau Carreras,Germany FR, 16:45,1978,289,0,0
Cordoba,Germany FR,Argentina,10-06-1978,,Germany FR,Group 2,Estadio Olï¿½mpico Chateau Carreras,Tunisia, 16:45,1978,289,0,0
Buenos Aires,Italy,Argentina,10-06-1978,,Argentina,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Italy, 19:15,1978,290,0,1
Buenos Aires,Italy,Argentina,10-06-1978,,Italy,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Argentina, 19:15,1978,290,1,0
Mar Del Plata,Brazil,Argentina,11-06-1978,,Austria,Group 3,Estadio Josï¿½ Marï¿½a Minella,Brazil, 13:45,1978,291,0,1
Mar Del Plata,Brazil,Argentina,11-06-1978,,Brazil,Group 3,Estadio Josï¿½ Marï¿½a Minella,Austria, 13:45,1978,291,1,0
Buenos Aires,Spain,Argentina,11-06-1978,,Sweden,Group 3,Jose Amalfitani,Spain, 13:45,1978,292,0,1
Buenos Aires,Spain,Argentina,11-06-1978,,Spain,Group 3,Jose Amalfitani,Sweden, 13:45,1978,292,1,0
Cordoba,Peru,Argentina,11-06-1978,,Iran,Group 4,Estadio Olï¿½mpico Chateau Carreras,Peru, 16:45,1978,293,1,4
Cordoba,Peru,Argentina,11-06-1978,,Peru,Group 4,Estadio Olï¿½mpico Chateau Carreras,Iran, 16:45,1978,293,4,1
Mendoza,Scotland,Argentina,11-06-1978,,Netherlands,Group 4,San Martin,Scotland, 16:45,1978,294,2,3
Mendoza,Scotland,Argentina,11-06-1978,,Scotland,Group 4,San Martin,Netherlands, 16:45,1978,294,3,2
Buenos Aires,Italy,Argentina,14-06-1978,,Italy,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Germany FR, 13:45,1978,295,0,0
Buenos Aires,Germany FR,Argentina,14-06-1978,,Germany FR,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Italy, 13:45,1978,295,0,0
Cordoba,Netherlands,Argentina,14-06-1978,,Austria,Group A,Estadio Olï¿½mpico Chateau Carreras,Netherlands, 13:45,1978,296,1,5
Cordoba,Netherlands,Argentina,14-06-1978,,Netherlands,Group A,Estadio Olï¿½mpico Chateau Carreras,Austria, 13:45,1978,296,5,1
Mendoza,Brazil,Argentina,14-06-1978,,Peru,Group B,San Martin,Brazil, 16:45,1978,297,0,3
Mendoza,Brazil,Argentina,14-06-1978,,Brazil,Group B,San Martin,Peru, 16:45,1978,297,3,0
Rosario,Argentina,Argentina,14-06-1978,,Poland,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Argentina, 19:15,1978,298,0,2
Rosario,Argentina,Argentina,14-06-1978,,Argentina,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Poland, 19:15,1978,298,2,0
Mendoza,Poland,Argentina,18-06-1978,,Peru,Group B,San Martin,Poland, 13:45,1978,299,0,1
Mendoza,Poland,Argentina,18-06-1978,,Poland,Group B,San Martin,Peru, 13:45,1978,299,1,0
Buenos Aires,Italy,Argentina,18-06-1978,,Austria,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Italy, 16:45,1978,300,0,1
Buenos Aires,Italy,Argentina,18-06-1978,,Italy,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Austria, 16:45,1978,300,1,0
Cordoba,Netherlands,Argentina,18-06-1978,,Netherlands,Group A,Estadio Olï¿½mpico Chateau Carreras,Germany FR, 16:45,1978,301,2,2
Cordoba,Germany FR,Argentina,18-06-1978,,Germany FR,Group A,Estadio Olï¿½mpico Chateau Carreras,Netherlands, 16:45,1978,301,2,2
Rosario,Brazil,Argentina,18-06-1978,,Brazil,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Argentina, 19:15,1978,302,0,0
Rosario,Argentina,Argentina,18-06-1978,,Argentina,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Brazil, 19:15,1978,302,0,0
Buenos Aires,Netherlands,Argentina,21-06-1978,,Italy,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Netherlands, 13:45,1978,303,1,2
Buenos Aires,Netherlands,Argentina,21-06-1978,,Netherlands,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Italy, 13:45,1978,303,2,1
Cordoba,Austria,Argentina,21-06-1978,,Germany FR,Group A,Estadio Olï¿½mpico Chateau Carreras,Austria, 13:45,1978,304,2,3
Cordoba,Austria,Argentina,21-06-1978,,Austria,Group A,Estadio Olï¿½mpico Chateau Carreras,Germany FR, 13:45,1978,304,3,2
Mendoza,Brazil,Argentina,21-06-1978,,Poland,Group B,San Martin,Brazil, 16:45,1978,305,1,3
Mendoza,Brazil,Argentina,21-06-1978,,Brazil,Group B,San Martin,Poland, 16:45,1978,305,3,1
Rosario,Argentina,Argentina,21-06-1978,,Peru,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Argentina, 19:15,1978,306,0,6
Rosario,Argentina,Argentina,21-06-1978,,Argentina,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Peru, 19:15,1978,306,6,0
Buenos Aires,Brazil,Argentina,24-06-1978,,Italy,Match for third place,El Monumental - Estadio Monumental Antonio Vespuci,Brazil, 15:00,1978,307,1,2
Buenos Aires,Brazil,Argentina,24-06-1978,,Brazil,Match for third place,El Monumental - Estadio Monumental Antonio Vespuci,Italy, 15:00,1978,307,2,1
Buenos Aires,Argentina,Argentina,25-06-1978,Argentina win after extra time,Netherlands,Final,El Monumental - Estadio Monumental Antonio Vespuci,Argentina, 15:00,1978,308,1,3
Buenos Aires,Argentina,Argentina,25-06-1978,Argentina win after extra time,Argentina,Final,El Monumental - Estadio Monumental Antonio Vespuci,Netherlands, 15:00,1978,308,3,1
Barcelona,Belgium,Spain,13-06-1982,,Belgium,Group 3,Camp Nou,Argentina, 20:00,1982,309,1,0
Barcelona,Belgium,Spain,13-06-1982,,Argentina,Group 3,Camp Nou,Belgium, 20:00,1982,309,0,1
Vigo,Poland,Spain,14-06-1982,,Poland,Group 1,Estadio Municipal de Balaï¿½dos,Italy, 17:15,1982,310,0,0
Vigo,Italy,Spain,14-06-1982,,Italy,Group 1,Estadio Municipal de Balaï¿½dos,Poland, 17:15,1982,310,0,0
Seville,Brazil,Spain,14-06-1982,,Soviet Union,Group 6,Ramon Sanchez Pizjuan,Brazil, 21:00,1982,311,1,2
Seville,Brazil,Spain,14-06-1982,,Brazil,Group 6,Ramon Sanchez Pizjuan,Soviet Union, 21:00,1982,311,2,1
La Coruï¿½A,Cameroon,Spain,15-06-1982,,Cameroon,Group 1,Riazor,Peru, 17:15,1982,312,0,0
La Coruï¿½A,Peru,Spain,15-06-1982,,Peru,Group 1,Riazor,Cameroon, 17:15,1982,312,0,0
Elche,Hungary,Spain,15-06-1982,,El Salvador,Group 3,Nuevo Estadio,Hungary, 21:00,1982,313,1,10
Elche,Hungary,Spain,15-06-1982,,Hungary,Group 3,Nuevo Estadio,El Salvador, 21:00,1982,313,10,1
Malaga,Scotland,Spain,15-06-1982,,New Zealand,Group 6,La Rosaleda,Scotland, 21:00,1982,314,2,5
Malaga,Scotland,Spain,15-06-1982,,Scotland,Group 6,La Rosaleda,New Zealand, 21:00,1982,314,5,2
Gijon,Algeria,Spain,16-06-1982,,Algeria,Group 2,El Molinon,Germany FR, 17:15,1982,315,2,1
Gijon,Algeria,Spain,16-06-1982,,Germany FR,Group 2,El Molinon,Algeria, 17:15,1982,315,1,2
Bilbao,England,Spain,16-06-1982,,France,Group 4,San Mames,England, 17:15,1982,316,1,3
Bilbao,England,Spain,16-06-1982,,England,Group 4,San Mames,France, 17:15,1982,316,3,1
Valencia,Honduras,Spain,16-06-1982,,Honduras,Group 5,Luis Casanova,Spain, 21:00,1982,317,1,1
Valencia,Spain,Spain,16-06-1982,,Spain,Group 5,Luis Casanova,Honduras, 21:00,1982,317,1,1
Oviedo,Austria,Spain,17-06-1982,,Austria,Group 2,Carlos Tartiere,Chile, 17:15,1982,318,1,0
Oviedo,Austria,Spain,17-06-1982,,Chile,Group 2,Carlos Tartiere,Austria, 17:15,1982,318,0,1
Valladolid,Kuwait,Spain,17-06-1982,,Kuwait,Group 4,Jose Zorrilla,Czechoslovakia, 17:45,1982,319,1,1
Valladolid,Czechoslovakia,Spain,17-06-1982,,Czechoslovakia,Group 4,Jose Zorrilla,Kuwait, 17:45,1982,319,1,1
Zaragoza,Northern Ireland,Spain,17-06-1982,,Northern Ireland,Group 5,La Romareda,Yugoslavia, 21:00,1982,320,0,0
Zaragoza,Yugoslavia,Spain,17-06-1982,,Yugoslavia,Group 5,La Romareda,Northern Ireland, 21:00,1982,320,0,0
Vigo,Peru,Spain,18-06-1982,,Peru,Group 1,Estadio Municipal de Balaï¿½dos,Italy, 17:15,1982,321,1,1
Vigo,Italy,Spain,18-06-1982,,Italy,Group 1,Estadio Municipal de Balaï¿½dos,Peru, 17:15,1982,321,1,1
Alicante,Argentina,Spain,18-06-1982,,Hungary,Group 3,Jose Rico Perez,Argentina, 21:00,1982,322,1,4
Alicante,Argentina,Spain,18-06-1982,,Argentina,Group 3,Jose Rico Perez,Hungary, 21:00,1982,322,4,1
Seville,Brazil,Spain,18-06-1982,,Scotland,Group 6,Benito Villamarin,Brazil, 21:00,1982,323,1,4
Seville,Brazil,Spain,18-06-1982,,Brazil,Group 6,Benito Villamarin,Scotland, 21:00,1982,323,4,1
La Coruï¿½A,Cameroon,Spain,19-06-1982,,Cameroon,Group 1,Riazor,Poland, 19:15,1982,324,0,0
La Coruï¿½A,Poland,Spain,19-06-1982,,Poland,Group 1,Riazor,Cameroon, 19:15,1982,324,0,0
Elche,Belgium,Spain,19-06-1982,,El Salvador,Group 3,Nuevo Estadio,Belgium, 21:00,1982,325,0,1
Elche,Belgium,Spain,19-06-1982,,Belgium,Group 3,Nuevo Estadio,El Salvador, 21:00,1982,325,1,0
